ID,Post ID,Title,Slug,Route,Status,Category,Content Pillar,Search Intent,Primary Keyword,Secondary Keywords,Target Persona,Current Word Count,Target Word Count,Content Quality,SEO Title,Meta Description,H1 Count,Internal Links In,Internal Links Out,Product CTA,Image Status,Claim Risk,Action,Final Status
BLOG-141,13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,,//,DRAFT,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1098,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Cách tối ưu quảng cáo Lazada hiệu quả nhất. Cách tối ưu từ khoá Lazada là gì? Tối ưu đấu thầu từ khóa Lazada đúng cách và hiệu quả,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-142,13167,Cách Tối Ưu Sản Phẩm Trên Lazada,,//,DRAFT,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1262,1200-2000,ADEQUATE,%%title%% %%page%% %%sep%%,Cùng tìm hiểu cụ thể và chi tiết nhất về cách tối ưu SEO sản phẩm trên shop Lazada để giúp tăng doanh thu bán hàng của bạn nhé! ,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-143,13208,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat,/dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat/,PUBLISH,Uncategorized,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1066,900-1200,ADEQUATE_SHORT,%%title%%,Dịch vụ Call Center là gì? Đâu là công ty cung cấp dịch vụ Call Center chất lượng nhất? Có nên thuê dịch vụ Call Center hay không?,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,always_247,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-144,13242,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm,/tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm/,PUBLISH,Uncategorized,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1418,1200-2000,ADEQUATE,%%title%%,Tìm hiểu tổng đài ảo miễn phí là gì? Chất lượng thoại tổng đài ảo đối với các doanh nghiệp như thế nào? Hãy cùng Gcalls tìm hiểu bạn nhé!,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-145,13286,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep,/tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep/,PUBLISH,Uncategorized,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1114,900-1200,ADEQUATE_SHORT,%%title%%,Dịch vụ tổng đài ảo là gì? Giải pháp tổng đài điện thoại cho doanh nghiệp. Tổng đài thời công nghệ 4.0. Làm rõ các chức năng của tổng đài ảo,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-146,13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi,/giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi/,DRAFT,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1334,1200-2000,ADEQUATE,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Một Lời Mười,Sự khác biệt giữa dịch vụ giải pháp tổng đài chăm sóc khách hàng cải tiến khác gì so với tổng đài truyền thống? Tại sao nên chọn tổng đài ảo?,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-147,13388,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao,/tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1201,1200-2000,ADEQUATE,%%title%% %%sep%%,"Do tính tiện lợi và ứng dụng thông minh, hệ thống điện thoại ảo đã được doanh nghiệp quan tâm. Vậy tổng đài ảo và nội bộ có gì khác nhau?",0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-148,13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,,//,DRAFT,Uncategorized,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1077,900-1200,ADEQUATE_SHORT,,Giải pháp tổng đài hỗ trợ. Tổng đài vật lý khác tổng đài ảo chỗ nào? Ưu nhược điểm của tổng đài ảo là gì? Ưu điểm của tổng đài ảo,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-149,13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,,//,DRAFT,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1238,1200-2000,ADEQUATE,,"Tại sao nên lựa chọn lắp đặt, thiết kế, setup tổng đài ảo tại Gcalls? Để biết thêm thông tin, cùng đọc bài viết dưới đây bạn nhé!",0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-150,13427,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,giai-phap-tong-dai-ao-khong-day-co-gi-tot,/giai-phap-tong-dai-ao-khong-day-co-gi-tot/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1355,1200-2000,ADEQUATE,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,Các giải pháp tổng đài không dây ip cho doanh nghiệp lớn là một dịch vụ điện thoại là giải pháp được ứng dụng nhiều và mang đến nhiều lợi ích,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,qc_100,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-151,13456,Tuyển dụng UI/UX Intern,tuyen-dung-product-designer-ui-ux-intern,/tuyen-dung-product-designer-ui-ux-intern/,PUBLISH,Tuyển Dụng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,439,900-1200,THIN,,,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-152,13469,Tuyển dụng Customer Success Specialist Intern,tuyen-dung-customer-success-specialist-intern,/tuyen-dung-customer-success-specialist-intern/,PUBLISH,Tuyển Dụng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,803,900-1200,BELOW_STANDARD,,,0,0,0,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,customer_named,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-153,13483,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao,/tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao/,PUBLISH,Kiến thức|Trang Chủ,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1820,1200-2000,ADEQUATE,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,Giải pháp tổng đài công nghệ ip tích hợp CRM là xu thế của các doanh nghiệp được ứng dụng trong các mô hình chăm sóc khách hàng.,0,0,5,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,qc_100|always_247|unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-154,13535,HR Intern,hr-intern,/hr-intern/,PUBLISH,Tuyển Dụng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,538,900-1200,THIN,,,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,pricing,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-155,13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,,//,DRAFT,Kiến thức,HUB-04 Customer Service và Customer Experience,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1363,1200-2000,ADEQUATE,%%title%%,Công việc telesales chăm sóc khách hàng qua điện thoại có vai trò thế nào? Các kỹ năng chăm sóc khách hàng qua điện thoại cần có là gì?,0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-156,14292,Marketing Automation Là Gì? Những Thông Tin Cần Biết,marketing-automation-la-gi-nhung-thong-tin-can-biet,/marketing-automation-la-gi-nhung-thong-tin-can-biet/,PUBLISH,Kiến thức,"HUB-06 Voicebot, AI và tự động hóa",informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1029,900-1200,ADEQUATE_SHORT,%%title%%,Marketing Automation là gì? CRM Marketing Automation là phương diện đang được nhiều doanh nghiệp quan tâm vì giá thành rẻ; tối ưu hiệu quả,0,0,1,Giải pháp tích hợp Voicebot AI|QA/QC Center,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-157,14304,Customer Success Specialist Fulltime,tuyen-dung-customer-success-specialist-fulltime,/tuyen-dung-customer-success-specialist-fulltime/,PUBLISH,Tuyển Dụng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,733,900-1200,BELOW_STANDARD,,,0,0,0,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,customer_named,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-158,14308,Customer Success Engineer Fulltime,customer-success-engineer-fulltime,/customer-success-engineer-fulltime/,PUBLISH,Tuyển Dụng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,465,900-1200,THIN,,,0,0,0,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-159,14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat,/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,PUBLISH,Kiến thức,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1229,1200-2000,ADEQUATE,%%title%% %%sep%%,Kế hoạch chăm sóc khách hàng cũ như thế nào là hợp lý. Quy trình chăm sóc khách hàng cũ như thế nào là cần thiết đối với doanh nghiệp,0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-160,14462,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay,/hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1553,1200-2000,ADEQUATE,%%title%%,số điện thoại hotline là gì? Chọn hotline cho tổng đài công ty như thế nào? Cùng Gcalls tìm hiểu ngay trong bài viết này nhé!,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-161,14502,IVR Là Gì? Và Những Điều Cần Biết Về IVR,ivr-la-gi-va-nhung-dieu-can-biet-ve,/ivr-la-gi-va-nhung-dieu-can-biet-ve/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1337,1200-2000,ADEQUATE,%%title%%,IVR là gì? Chúng có chức năng và tác dụng như thế nào trong hệ thống tổng đài của doanh nghiệp? Cùng GCALLS khám phá ngay nhé!,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-162,14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,quy-trinh-cham-soc-khach-hang-sau-ban-hang,/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,PUBLISH,Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1065,900-1200,ADEQUATE_SHORT,,Vậy quy trình và cách chăm sóc khách hàng sau bán hàng như thế nào là hiệu quả? Cùng tìm hiểu cụ thể và chi tiết nhất qua bài viết sau nhé!,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,REFRESH_METADATA,AUDITED_PENDING_BATCH
BLOG-163,14522,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center,/acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1306,1200-2000,ADEQUATE,%%title%%,ACD (ACD automatic call distribution) là gì - tính năng phân bổ cuộc gọi tự động được ví như trái tim của Contact Center. Cùng tìm hiểu ngay.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,setup_time,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-164,14536,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,dich-vu-tong-dai-ao-13-tinh-nang-noi-bat,/dich-vu-tong-dai-ao-13-tinh-nang-noi-bat/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1162,900-1200,ADEQUATE_SHORT,,Gcalls sẽ giới thiệu chi tiết tất tần tật về dịch vụ tổng đài ảo để mọi người có thể đọc hiểu dễ dàng. Và áp dụng vào công việc kinh doanh,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-165,14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao,/sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1140,900-1200,ADEQUATE_SHORT,%%title%% %%sep%%,dịch vụ SIP Trunking còn giúp ổn định hệ thống và tăng độ tin cậy hiệu quả. Vậy SIP Trunk là gì? Hãy cùng Gcalls tìm hiểu nhé!,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-166,14560,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian,/so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1109,900-1200,ADEQUATE_SHORT,,Tổng đài số 1800 là gì? Tại sao doanh nghiệp nên sử dụng và làm thế nào để đăng ký mua số tổng đài 1800? Tất cả thông tin có trong bài này.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-167,14568,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te,/giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1091,900-1200,ADEQUATE_SHORT,Giải Đáp Thông Tin Về Voip Và Ứng Dụng Thực Tế,"Công nghệ VoIP giúp tăng hiệu quả công việc, tiết kiệm chi phí và cũng dễ triển khai. Quá trình vận hành, quản lý dễ dàng.",0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-168,14577,HR Parttime,hr-parttime,/hr-parttime/,PUBLISH,Tuyển Dụng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,525,900-1200,THIN,,,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-169,14607,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay,/mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1160,900-1200,ADEQUATE_SHORT,%%title%%,"Mẫu lời chào của tổng đài ảo, điện thoại chăm sóc khách hàng sẽ là những mẫu câu như thế nào? Cùng GCALLS tìm hiểu ngay nhé!",0,0,3,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-170,14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla,/service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1118,900-1200,ADEQUATE_SHORT,%%title%%,Service Level Agreement là gì? Nó là một phần quan trọng trong hợp đồng phần mềm công nghệ của doanh nghiệp và nhà cung cấp dịch vụ ngoài.,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,sla_uptime,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-171,14773,Best Virtual Phone System For Small Medium Business 2023,best-virtual-phone-system-for-small-medium-business-2023,/best-virtual-phone-system-for-small-medium-business-2023/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1879,1200-2000,ADEQUATE,%%title%% %%sep%%,Do you know the best virtual phone system for small medium business in 2023? This article will answer all the question about virtual phone,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,unlimited,MANUAL_REVIEW,AUDITED_PENDING_BATCH
BLOG-172,14787,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang,/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,PUBLISH,Kiến thức,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1441,1200-2000,ADEQUATE,,"Vậy cách xử lý các tình huống, những câu hỏi chăm sóc khách hàng phổ biến nhất hiện nay là như thế nào? Cùng tìm hiểu nhé!",0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-173,14797,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat,/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,PUBLISH,Kiến thức,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1164,900-1200,ADEQUATE_SHORT,%%title%%,Tin nhắn chăm sóc khách hàng cũ. Kịch bản chăm sóc khách hàng cũ. Cách chăm sóc khách hàng cũ qua điện thoại hiệu quả nhất,0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-174,14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat,/on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1198,900-1200,ADEQUATE_SHORT,%%title%%,Hệ thống phần mềm On Premise là gì? Chúng có những đặc điểm như thế nào? Hãy cùng GCALLS khám phá ngay qua bài viết sau đây nhé!,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-175,14890,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao,/he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1048,900-1200,ADEQUATE_SHORT,%%title%%,Hệ thống tổng đài điện thoại nội bộ là gì? Lắp đặt hệ thống điện thoại nội bộ không dây và có dây. Điện thoại nội bộ không cần tổng đài,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-176,14902,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,dich-vu-cham-soc-khach-hang-la-gi,/dich-vu-cham-soc-khach-hang-la-gi/,PUBLISH,Kiến thức,HUB-04 Customer Service và Customer Experience,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1232,1200-2000,ADEQUATE,,"Hiểu rõ các dịch vụ chăm sóc khách hàng là gì, để làm dịch vụ chuyên nghiệp, hiệu quả trở thành một yếu tố quan trọng và mang tính quyết định",0,0,5,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-177,15008,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog,/tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog/,PUBLISH,Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1199,900-1200,ADEQUATE_SHORT,%%title%%,Giải pháp tổng đài điện thoại IP là gì? So sánh tổng đài IP và tổng đài analog có những điểm gì khác nhau? Cùng GCALLS khám phá ngay nhé!,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-178,15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,kich-ban-tu-van-khach-hang-spa-la-gi,/kich-ban-tu-van-khach-hang-spa-la-gi/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1301,1200-2000,ADEQUATE,,"Cách tiếp cận, thu hút khách hàng cho spa ngày càng khó. Vậy kịch bản tư vấn, quy trình chăm sóc khách hàng cho spa là như thế nào?",0,0,2,Gcalls Plus Webphone,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-179,15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,customer-lifetime-value-la-gi-vai-tro-va-cach-tinh,/customer-lifetime-value-la-gi-vai-tro-va-cach-tinh/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1142,900-1200,ADEQUATE_SHORT,%%title%%,Customer lifetime value là gì? Đây được gọi là giá trị vòng đời khách hàng. Đây là thước đo vô cùng quan trọng đối với bất kỳ một công ty nào,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-180,15207,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel,/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,PUBLISH,Kiến thức,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1098,900-1200,ADEQUATE_SHORT,%%title%%,Viettel là một trong số những nhà cung cấp mạng Internet hàng đầu ở Việt Nam với các dịch vụ chăm sóc khách hàng chuyên nghiệp của mình.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247|pricing|customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
