Source Row,Legacy Post ID,Legacy Title,Legacy Slug,Legacy URL,Legacy Status,Decision,Primary Post ID,New Title,Final Slug,Final URL,HUB,Topic Cluster,Primary Keyword,Secondary Keywords,Search Intent,Target Persona,Funnel Stage,Pillar/Supporting,Target Word Count,Direct Answer Question,Product CTA,Internal Link Targets,Featured Image Brief,In-Article Image Briefs,Claim Verification,Priority,Batch,Draft Status,Editorial Notes
23,1113,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần 1),9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-1,https://gcalls.co/9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-1/,PUBLISH,REBUILD_KEEP_URL,,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần 1),9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-1,/9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-1/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,mẹo cold calling dành nhân,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần 1)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
24,1134,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần cuối),9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-cuoi,https://gcalls.co/9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-cuoi/,PUBLISH,REBUILD_KEEP_URL,,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần cuối),9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-cuoi,/9-meo-cold-calling-danh-cho-nhan-vien-ban-hang-phan-cuoi/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,mẹo cold calling dành nhân,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần cuối)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
25,1157,Phần Mềm Contact Center - Giải Pháp Tổng Đài Chuyên Nghiệp 2023,cac-phan-mem-call-center-phu-hop-voi-cac-tong-dai-doanh-nghiep-hien-nay,https://gcalls.co/cac-phan-mem-call-center-phu-hop-voi-cac-tong-dai-doanh-nghiep-hien-nay/,PUBLISH,REBUILD_KEEP_URL,,Phần Mềm Contact Center - Giải Pháp Tổng Đài Chuyên Nghiệp 2023,cac-phan-mem-call-center-phu-hop-voi-cac-tong-dai-doanh-nghiep-hien-nay,/cac-phan-mem-call-center-phu-hop-voi-cac-tong-dai-doanh-nghiep-hien-nay/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,mềm contact center giải pháp,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Phần Mềm Contact Center - Giải Pháp Tổng Đài Chuyên Nghiệp 2023?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
26,1187,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 1),ban-hang-inbound-hay-ban-hang-outbound-phan-1,https://gcalls.co/ban-hang-inbound-hay-ban-hang-outbound-phan-1/,PUBLISH,REBUILD_KEEP_URL,,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 1),ban-hang-inbound-hay-ban-hang-outbound-phan-1,/ban-hang-inbound-hay-ban-hang-outbound-phan-1/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bán hàng inbound hay outbound,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 1)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
27,1198,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 2),ban-hang-inbound-hay-ban-hang-outbound-phan-2,https://gcalls.co/ban-hang-inbound-hay-ban-hang-outbound-phan-2/,PUBLISH,REBUILD_KEEP_URL,,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 2),ban-hang-inbound-hay-ban-hang-outbound-phan-2,/ban-hang-inbound-hay-ban-hang-outbound-phan-2/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bán hàng inbound hay outbound,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 2)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
28,1219,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 3),ban-hang-inbound-hay-outbound-dau-la-phuong-phap-ban-hang-ma-ban-nen-quan-tam-phan-3,https://gcalls.co/ban-hang-inbound-hay-outbound-dau-la-phuong-phap-ban-hang-ma-ban-nen-quan-tam-phan-3/,PUBLISH,REBUILD_KEEP_URL,,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 3),ban-hang-inbound-hay-outbound-dau-la-phuong-phap-ban-hang-ma-ban-nen-quan-tam-phan-3,/ban-hang-inbound-hay-outbound-dau-la-phuong-phap-ban-hang-ma-ban-nen-quan-tam-phan-3/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bán hàng inbound hay outbound,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 3)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
29,1231,Tương lai của tổng đài doanh nghiệp: 10 xu hướng nổi bật nhất,tuong-lai-cua-tong-dai-doanh-nghiep-10-xu-huong-noi-bat-nhat,https://gcalls.co/tuong-lai-cua-tong-dai-doanh-nghiep-10-xu-huong-noi-bat-nhat/,PUBLISH,REBUILD_KEEP_URL,,Tương lai của tổng đài doanh nghiệp: 10 xu hướng nổi bật nhất,tuong-lai-cua-tong-dai-doanh-nghiep-10-xu-huong-noi-bat-nhat,/tuong-lai-cua-tong-dai-doanh-nghiep-10-xu-huong-noi-bat-nhat/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tương lai tổng đài xu,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,PILLAR,2000-3000,Tương lai của tổng đài doanh nghiệp: 10 xu hướng nổi bật nhất?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
30,1296,Bí quyết telesales: Nên hay không sử dụng kịch bản cuộc gọi bán hàng?,bi-quyet-telesales-nen-hay-khong-nen-su-dung-kich-ban-cuoc-goi-ban-hang,https://gcalls.co/bi-quyet-telesales-nen-hay-khong-nen-su-dung-kich-ban-cuoc-goi-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,Bí quyết telesales: Nên hay không sử dụng kịch bản cuộc gọi bán hàng?,bi-quyet-telesales-nen-hay-khong-nen-su-dung-kich-ban-cuoc-goi-ban-hang,/bi-quyet-telesales-nen-hay-khong-nen-su-dung-kich-ban-cuoc-goi-ban-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bí quyết telesales hay sử,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Bí quyết telesales: Nên hay không sử dụng kịch bản cuộc gọi bán hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
31,1314,Telesales: Cách tập trung khi gọi điện bán hàng,telesales-cach-tap-trung-khi-goi-dien-ban-hang,https://gcalls.co/telesales-cach-tap-trung-khi-goi-dien-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,Telesales: Cách tập trung khi gọi điện bán hàng,telesales-cach-tap-trung-khi-goi-dien-ban-hang,/telesales-cach-tap-trung-khi-goi-dien-ban-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,telesales tập trung gọi điện,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Telesales: Cách tập trung khi gọi điện bán hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
32,1324,Thế nào là telesales thành công và cách đánh giá cuộc gọi bán hàng?,telesales-thanh-cong-va-cach-danh-gia-cuoc-goi-ban-hang,https://gcalls.co/telesales-thanh-cong-va-cach-danh-gia-cuoc-goi-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,Thế nào là telesales thành công và cách đánh giá cuộc gọi bán hàng?,telesales-thanh-cong-va-cach-danh-gia-cuoc-goi-ban-hang,/telesales-thanh-cong-va-cach-danh-gia-cuoc-goi-ban-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,telesales thành công đánh giá,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Thế nào là telesales thành công và cách đánh giá cuộc gọi bán hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
33,1351,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng,6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang,https://gcalls.co/6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng,6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang,/6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,nhắn tin khách hàng đạt,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
34,1368,Phần mềm gọi tự động và lợi ích đối với chiến lược bán hàng,phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang,https://gcalls.co/phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,Phần mềm gọi tự động và lợi ích đối với chiến lược bán hàng,phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang,/phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang/,HUB-02 Gcalls Plus Webphone,Gcalls Plus Webphone,mềm gọi tự động lợi,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng nhóm Sales,MOFU,PILLAR,2000-3000,Phần mềm gọi tự động và lợi ích đối với chiến lược bán hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/,,"PRODUCT_SCREENSHOT_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
35,1381,6 bước xây dựng kịch bản bán hàng đỉnh cao,6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao,https://gcalls.co/6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao/,PUBLISH,REBUILD_KEEP_URL,,6 bước xây dựng kịch bản bán hàng đỉnh cao,6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao,/6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bước xây dựng kịch bản,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,6 bước xây dựng kịch bản bán hàng đỉnh cao?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
36,1396,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email,cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email,https://gcalls.co/cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email/,PUBLISH,REBUILD_KEEP_URL,,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email,cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email,/cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,gọi điện thoại khách hàng,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
37,1420,Cách giảm áp lực khi làm telesales,cach-giam-ap-luc-khi-lam-telesales,https://gcalls.co/cach-giam-ap-luc-khi-lam-telesales/,PUBLISH,REBUILD_KEEP_URL,,Cách giảm áp lực khi làm telesales,cach-giam-ap-luc-khi-lam-telesales,/cach-giam-ap-luc-khi-lam-telesales/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,giảm áp lực làm telesales,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Cách giảm áp lực khi làm telesales?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
38,1427,Các chỉ số đánh giá phễu bán hàng hiệu quả,cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua,https://gcalls.co/cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua/,PUBLISH,REBUILD_KEEP_URL,,Các chỉ số đánh giá phễu bán hàng hiệu quả,cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua,/cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,chỉ số đánh giá phễu,TO_BE_SET_AT_AUTHORING,commercial-investigation,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Các chỉ số đánh giá phễu bán hàng hiệu quả?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
39,1440,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp,tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep,https://gcalls.co/tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep/,PUBLISH,REBUILD_KEEP_URL,,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp,tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep,/tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,tiếp thị qua điện thoại,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
40,1454,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-1,https://gcalls.co/?p=1454,DRAFT,REBUILD_UPDATE_TOPIC,,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-1,/huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-1/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,hướng dẫn nhân viên bán,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
41,1496,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-cuoi,https://gcalls.co/?p=1496,DRAFT,REBUILD_UPDATE_TOPIC,,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-cuoi,/huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-cuoi/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,hướng dẫn nhân viên bán,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
